model_1     0.7654   /mnt/home/minkbaek/git/RoseTTAFold/example/pyrosetta/pdb-3track/model0_2_0.15.pdb
model_2     0.7568   /mnt/home/minkbaek/git/RoseTTAFold/example/pyrosetta/pdb-3track/model0_1_0.05.pdb
model_3     0.7555   /mnt/home/minkbaek/git/RoseTTAFold/example/pyrosetta/pdb-3track/model0_0_0.35.pdb
model_4     0.7551   /mnt/home/minkbaek/git/RoseTTAFold/example/pyrosetta/pdb-3track/model0_2_0.45.pdb
model_5     0.7436   /mnt/home/minkbaek/git/RoseTTAFold/example/pyrosetta/pdb-3track/model0_1_0.35.pdb
